Edge ID <> Lane ID,Source,Destination,Length,Speed Limit,Road Type
BA0BB0 <> BA0BB0_0,BA0,BB0,339.99,22.22,local road
BA0BB0 <> BA0BB0_1,BA0,BB0,339.99,22.22,local road
BA10BA9 <> BA10BA9_0,BA10,BA9,486.4,22.22,local road
BA10BA9 <> BA10BA9_1,BA10,BA9,486.4,22.22,local road
BA10BB10 <> BA10BB10_0,BA10,BB10,486.4,22.22,local road
BA10BB10 <> BA10BB10_1,BA10,BB10,486.4,22.22,local road
BA1BA0 <> BA1BA0_0,BA1,BA0,310.17,22.22,local road
BA1BA0 <> BA1BA0_1,BA1,BA0,310.17,22.22,local road
BA1BA2 <> BA1BA2_0,BA1,BA2,485.6,22.22,local road
BA1BA2 <> BA1BA2_1,BA1,BA2,485.6,22.22,local road
BA1BB1 <> BA1BB1_0,BA1,BB1,476.6,13.89,local road
BA2BA1 <> BA2BA1_0,BA2,BA1,485.6,22.22,local road
BA2BA1 <> BA2BA1_1,BA2,BA1,485.6,22.22,local road
BA2BA3 <> BA2BA3_0,BA2,BA3,485.6,22.22,local road
BA2BA3 <> BA2BA3_1,BA2,BA3,485.6,22.22,local road
BA2BB2 <> BA2BB2_0,BA2,BB2,482.4,13.89,local road
BA3BA2 <> BA3BA2_0,BA3,BA2,485.6,22.22,local road
BA3BA2 <> BA3BA2_1,BA3,BA2,485.6,22.22,local road
BA3BA4 <> BA3BA4_0,BA3,BA4,485.6,22.22,local road
BA3BA4 <> BA3BA4_1,BA3,BA4,485.6,22.22,local road
BA3BB3 <> BA3BB3_0,BA3,BB3,482.4,13.89,local road
BA4BA3 <> BA4BA3_0,BA4,BA3,485.6,22.22,local road
BA4BA3 <> BA4BA3_1,BA4,BA3,485.6,22.22,local road
BA4BA5 <> BA4BA5_0,BA4,BA5,479.18,22.22,local road
BA4BA5 <> BA4BA5_1,BA4,BA5,479.18,22.22,local road
BA4BB4 <> BA4BB4_0,BA4,BB4,482.4,13.89,local road
BA5BA4 <> BA5BA4_0,BA5,BA4,479.18,22.22,local road
BA5BA4 <> BA5BA4_1,BA5,BA4,479.18,22.22,local road
BA5BA6 <> BA5BA6_0,BA5,BA6,479.22,22.22,local road
BA5BA6 <> BA5BA6_1,BA5,BA6,479.22,22.22,local road
BA5BB5 <> BA5BB5_0,BA5,BB5,482.4,22.22,local road
BA5BB5 <> BA5BB5_1,BA5,BB5,482.4,22.22,local road
BA6BA5 <> BA6BA5_0,BA6,BA5,479.22,22.22,local road
BA6BA5 <> BA6BA5_1,BA6,BA5,479.22,22.22,local road
BA6BA7 <> BA6BA7_0,BA6,BA7,485.6,22.22,local road
BA6BA7 <> BA6BA7_1,BA6,BA7,485.6,22.22,local road
BA6BB6 <> BA6BB6_0,BA6,BB6,482.4,13.89,local road
BA7BA6 <> BA7BA6_0,BA7,BA6,485.6,22.22,local road
BA7BA6 <> BA7BA6_1,BA7,BA6,485.6,22.22,local road
BA7BA8 <> BA7BA8_0,BA7,BA8,485.6,22.22,local road
BA7BA8 <> BA7BA8_1,BA7,BA8,485.6,22.22,local road
BA7BB7 <> BA7BB7_0,BA7,BB7,482.4,13.89,local road
BA8BA7 <> BA8BA7_0,BA8,BA7,485.6,22.22,local road
BA8BA7 <> BA8BA7_1,BA8,BA7,485.6,22.22,local road
BA8BA9 <> BA8BA9_0,BA8,BA9,485.6,22.22,local road
BA8BA9 <> BA8BA9_1,BA8,BA9,485.6,22.22,local road
BA8BB8 <> BA8BB8_0,BA8,BB8,482.4,13.89,local road
BA9BA10 <> BA9BA10_0,BA9,BA10,486.4,22.22,local road
BA9BA10 <> BA9BA10_1,BA9,BA10,486.4,22.22,local road
BA9BA8 <> BA9BA8_0,BA9,BA8,485.6,22.22,local road
BA9BA8 <> BA9BA8_1,BA9,BA8,485.6,22.22,local road
BA9BB9 <> BA9BB9_0,BA9,BB9,482.4,13.89,local road
BB0BA0 <> BB0BA0_0,BB0,BA0,339.99,22.22,local road
BB0BA0 <> BB0BA0_1,BB0,BA0,339.99,22.22,local road
BB0BB1 <> BB0BB1_0,BB0,BB1,476.6,13.89,local road
BB0BC0 <> BB0BC0_0,BB0,BC0,485.6,22.22,local road
BB0BC0 <> BB0BC0_1,BB0,BC0,485.6,22.22,local road
BB10BA10 <> BB10BA10_0,BB10,BA10,486.4,22.22,local road
BB10BA10 <> BB10BA10_1,BB10,BA10,486.4,22.22,local road
BB10BB9 <> BB10BB9_0,BB10,BB9,482.4,13.89,local road
BB10BC10 <> BB10BC10_0,BB10,BC10,485.6,22.22,local road
BB10BC10 <> BB10BC10_1,BB10,BC10,485.6,22.22,local road
BB1BA1 <> BB1BA1_0,BB1,BA1,476.6,13.89,local road
BB1BB0 <> BB1BB0_0,BB1,BB0,476.6,13.89,local road
BB1BB2 <> BB1BB2_0,BB1,BB2,485.6,13.89,local road
BB1BC1 <> BB1BC1_0,BB1,BC1,485.6,13.89,local road
BB2BA2 <> BB2BA2_0,BB2,BA2,482.4,13.89,local road
BB2BB1 <> BB2BB1_0,BB2,BB1,485.6,13.89,local road
BB2BB3 <> BB2BB3_0,BB2,BB3,485.6,13.89,local road
BB2BC2 <> BB2BC2_0,BB2,BC2,485.6,13.89,local road
BB3BA3 <> BB3BA3_0,BB3,BA3,482.4,13.89,local road
BB3BB2 <> BB3BB2_0,BB3,BB2,485.6,13.89,local road
BB3BB4 <> BB3BB4_0,BB3,BB4,485.6,13.89,local road
BB3BC3 <> BB3BC3_0,BB3,BC3,485.6,13.89,local road
BB4BA4 <> BB4BA4_0,BB4,BA4,482.4,13.89,local road
BB4BB3 <> BB4BB3_0,BB4,BB3,485.6,13.89,local road
BB4BB5 <> BB4BB5_0,BB4,BB5,482.4,13.89,local road
BB4BC4 <> BB4BC4_0,BB4,BC4,485.6,13.89,local road
BB5BA5 <> BB5BA5_0,BB5,BA5,482.4,22.22,local road
BB5BA5 <> BB5BA5_1,BB5,BA5,482.4,22.22,local road
BB5BB4 <> BB5BB4_0,BB5,BB4,482.4,13.89,local road
BB5BB6 <> BB5BB6_0,BB5,BB6,482.4,13.89,local road
BB5BC5 <> BB5BC5_0,BB5,BC5,485.6,22.22,local road
BB5BC5 <> BB5BC5_1,BB5,BC5,485.6,22.22,local road
BB6BA6 <> BB6BA6_0,BB6,BA6,482.4,13.89,local road
BB6BB5 <> BB6BB5_0,BB6,BB5,482.4,13.89,local road
BB6BB7 <> BB6BB7_0,BB6,BB7,485.6,13.89,local road
BB6BC6 <> BB6BC6_0,BB6,BC6,485.6,13.89,local road
BB7BA7 <> BB7BA7_0,BB7,BA7,482.4,13.89,local road
BB7BB6 <> BB7BB6_0,BB7,BB6,485.6,13.89,local road
BB7BB8 <> BB7BB8_0,BB7,BB8,485.6,13.89,local road
BB7BC7 <> BB7BC7_0,BB7,BC7,485.6,13.89,local road
BB8BA8 <> BB8BA8_0,BB8,BA8,482.4,13.89,local road
BB8BB7 <> BB8BB7_0,BB8,BB7,485.6,13.89,local road
BB8BB9 <> BB8BB9_0,BB8,BB9,485.6,13.89,local road
BB8BC8 <> BB8BC8_0,BB8,BC8,485.6,13.89,local road
BB9BA9 <> BB9BA9_0,BB9,BA9,482.4,13.89,local road
BB9BB10 <> BB9BB10_0,BB9,BB10,482.4,13.89,local road
BB9BB8 <> BB9BB8_0,BB9,BB8,485.6,13.89,local road
BB9BC9 <> BB9BC9_0,BB9,BC9,485.6,13.89,local road
BC0BB0 <> BC0BB0_0,BC0,BB0,485.6,22.22,local road
BC0BB0 <> BC0BB0_1,BC0,BB0,485.6,22.22,local road
BC0BC1 <> BC0BC1_0,BC0,BC1,482.4,13.89,local road
BC0BD0 <> BC0BD0_0,BC0,BD0,485.6,22.22,local road
BC0BD0 <> BC0BD0_1,BC0,BD0,485.6,22.22,local road
BC10BB10 <> BC10BB10_0,BC10,BB10,485.6,22.22,local road
BC10BB10 <> BC10BB10_1,BC10,BB10,485.6,22.22,local road
BC10BC9 <> BC10BC9_0,BC10,BC9,482.4,13.89,local road
BC10BD10 <> BC10BD10_0,BC10,BD10,485.6,22.22,local road
BC10BD10 <> BC10BD10_1,BC10,BD10,485.6,22.22,local road
BC1BB1 <> BC1BB1_0,BC1,BB1,485.6,13.89,local road
BC1BC0 <> BC1BC0_0,BC1,BC0,482.4,13.89,local road
BC1BC2 <> BC1BC2_0,BC1,BC2,485.6,13.89,local road
BC1BD1 <> BC1BD1_0,BC1,BD1,485.6,13.89,local road
BC2BB2 <> BC2BB2_0,BC2,BB2,485.6,13.89,local road
BC2BC1 <> BC2BC1_0,BC2,BC1,485.6,13.89,local road
BC2BC3 <> BC2BC3_0,BC2,BC3,485.6,13.89,local road
BC2BD2 <> BC2BD2_0,BC2,BD2,485.6,13.89,local road
BC3BB3 <> BC3BB3_0,BC3,BB3,485.6,13.89,local road
BC3BC2 <> BC3BC2_0,BC3,BC2,485.6,13.89,local road
BC3BC4 <> BC3BC4_0,BC3,BC4,485.6,13.89,local road
BC3BD3 <> BC3BD3_0,BC3,BD3,485.6,13.89,local road
BC4BB4 <> BC4BB4_0,BC4,BB4,485.6,13.89,local road
BC4BC3 <> BC4BC3_0,BC4,BC3,485.6,13.89,local road
BC4BC5 <> BC4BC5_0,BC4,BC5,482.4,13.89,local road
BC4BD4 <> BC4BD4_0,BC4,BD4,485.6,13.89,local road
BC5BB5 <> BC5BB5_0,BC5,BB5,485.6,22.22,local road
BC5BB5 <> BC5BB5_1,BC5,BB5,485.6,22.22,local road
BC5BC4 <> BC5BC4_0,BC5,BC4,482.4,13.89,local road
BC5BC6 <> BC5BC6_0,BC5,BC6,482.4,13.89,local road
BC5BD5 <> BC5BD5_0,BC5,BD5,485.6,22.22,local road
BC5BD5 <> BC5BD5_1,BC5,BD5,485.6,22.22,local road
BC6BB6 <> BC6BB6_0,BC6,BB6,485.6,13.89,local road
BC6BC5 <> BC6BC5_0,BC6,BC5,482.4,13.89,local road
BC6BC7 <> BC6BC7_0,BC6,BC7,485.6,13.89,local road
BC6BD6 <> BC6BD6_0,BC6,BD6,485.6,13.89,local road
BC7BB7 <> BC7BB7_0,BC7,BB7,485.6,13.89,local road
BC7BC6 <> BC7BC6_0,BC7,BC6,485.6,13.89,local road
BC7BC8 <> BC7BC8_0,BC7,BC8,485.6,13.89,local road
BC7BD7 <> BC7BD7_0,BC7,BD7,485.6,13.89,local road
BC8BB8 <> BC8BB8_0,BC8,BB8,485.6,13.89,local road
BC8BC7 <> BC8BC7_0,BC8,BC7,485.6,13.89,local road
BC8BC9 <> BC8BC9_0,BC8,BC9,485.6,13.89,local road
BC9BB9 <> BC9BB9_0,BC9,BB9,485.6,13.89,local road
BC9BC10 <> BC9BC10_0,BC9,BC10,482.4,13.89,local road
BC9BC8 <> BC9BC8_0,BC9,BC8,485.6,13.89,local road
BC9BD9 <> BC9BD9_0,BC9,BD9,485.6,13.89,local road
BD0BC0 <> BD0BC0_0,BD0,BC0,485.6,22.22,local road
BD0BC0 <> BD0BC0_1,BD0,BC0,485.6,22.22,local road
BD0BD1 <> BD0BD1_0,BD0,BD1,482.4,13.89,local road
BD0BE0 <> BD0BE0_0,BD0,BE0,485.6,22.22,local road
BD0BE0 <> BD0BE0_1,BD0,BE0,485.6,22.22,local road
BD10BC10 <> BD10BC10_0,BD10,BC10,485.6,22.22,local road
BD10BC10 <> BD10BC10_1,BD10,BC10,485.6,22.22,local road
BD10BD9 <> BD10BD9_0,BD10,BD9,482.4,13.89,local road
BD10BE10 <> BD10BE10_0,BD10,BE10,485.6,22.22,local road
BD10BE10 <> BD10BE10_1,BD10,BE10,485.6,22.22,local road
BD1BC1 <> BD1BC1_0,BD1,BC1,485.6,13.89,local road
BD1BD0 <> BD1BD0_0,BD1,BD0,482.4,13.89,local road
BD1BD2 <> BD1BD2_0,BD1,BD2,485.6,13.89,local road
BD1BE1 <> BD1BE1_0,BD1,BE1,485.6,13.89,local road
BD2BC2 <> BD2BC2_0,BD2,BC2,485.6,13.89,local road
BD2BD1 <> BD2BD1_0,BD2,BD1,485.6,13.89,local road
BD2BD3 <> BD2BD3_0,BD2,BD3,485.6,13.89,local road
BD2BE2 <> BD2BE2_0,BD2,BE2,485.6,13.89,local road
BD3BC3 <> BD3BC3_0,BD3,BC3,485.6,13.89,local road
BD3BD2 <> BD3BD2_0,BD3,BD2,485.6,13.89,local road
BD3BD4 <> BD3BD4_0,BD3,BD4,485.6,13.89,local road
BD3BE3 <> BD3BE3_0,BD3,BE3,485.6,13.89,local road
BD4BC4 <> BD4BC4_0,BD4,BC4,485.6,13.89,local road
BD4BD3 <> BD4BD3_0,BD4,BD3,485.6,13.89,local road
BD4BD5 <> BD4BD5_0,BD4,BD5,482.4,13.89,local road
BD4BE4 <> BD4BE4_0,BD4,BE4,485.6,13.89,local road
BD5BC5 <> BD5BC5_0,BD5,BC5,485.6,22.22,local road
BD5BC5 <> BD5BC5_1,BD5,BC5,485.6,22.22,local road
BD5BD4 <> BD5BD4_0,BD5,BD4,482.4,13.89,local road
BD5BD6 <> BD5BD6_0,BD5,BD6,482.4,13.89,local road
BD5BE5 <> BD5BE5_0,BD5,BE5,485.6,22.22,local road
BD5BE5 <> BD5BE5_1,BD5,BE5,485.6,22.22,local road
BD6BC6 <> BD6BC6_0,BD6,BC6,485.6,13.89,local road
BD6BD5 <> BD6BD5_0,BD6,BD5,482.4,13.89,local road
BD6BD7 <> BD6BD7_0,BD6,BD7,485.6,13.89,local road
BD6BE6 <> BD6BE6_0,BD6,BE6,485.6,13.89,local road
BD7BC7 <> BD7BC7_0,BD7,BC7,485.6,13.89,local road
BD7BD6 <> BD7BD6_0,BD7,BD6,485.6,13.89,local road
BD7BE7 <> BD7BE7_0,BD7,BE7,485.6,13.89,local road
BD9BC9 <> BD9BC9_0,BD9,BC9,485.6,13.89,local road
BD9BD10 <> BD9BD10_0,BD9,BD10,482.4,13.89,local road
BD9BE9 <> BD9BE9_0,BD9,BE9,485.6,13.89,local road
BE0BD0 <> BE0BD0_0,BE0,BD0,485.6,22.22,local road
BE0BD0 <> BE0BD0_1,BE0,BD0,485.6,22.22,local road
BE0BE1 <> BE0BE1_0,BE0,BE1,482.4,13.89,local road
BE0BF0 <> BE0BF0_0,BE0,BF0,479.2,22.22,local road
BE0BF0 <> BE0BF0_1,BE0,BF0,479.2,22.22,local road
BE10BD10 <> BE10BD10_0,BE10,BD10,485.6,22.22,local road
BE10BD10 <> BE10BD10_1,BE10,BD10,485.6,22.22,local road
BE10BE9 <> BE10BE9_0,BE10,BE9,482.4,13.89,local road
BE10BF10 <> BE10BF10_0,BE10,BF10,482.4,22.22,local road
BE10BF10 <> BE10BF10_1,BE10,BF10,482.4,22.22,local road
BE1BD1 <> BE1BD1_0,BE1,BD1,485.6,13.89,local road
BE1BE0 <> BE1BE0_0,BE1,BE0,482.4,13.89,local road
BE1BE2 <> BE1BE2_0,BE1,BE2,485.6,13.89,local road
BE1BF1 <> BE1BF1_0,BE1,BF1,482.4,13.89,local road
BE2BD2 <> BE2BD2_0,BE2,BD2,485.6,13.89,local road
BE2BE1 <> BE2BE1_0,BE2,BE1,485.6,13.89,local road
BE2BE3 <> BE2BE3_0,BE2,BE3,485.6,13.89,local road
BE2BF2 <> BE2BF2_0,BE2,BF2,482.4,13.89,local road
BE3BD3 <> BE3BD3_0,BE3,BD3,485.6,13.89,local road
BE3BE2 <> BE3BE2_0,BE3,BE2,485.6,13.89,local road
BE3BE4 <> BE3BE4_0,BE3,BE4,485.6,13.89,local road
BE3BF3 <> BE3BF3_0,BE3,BF3,482.4,13.89,local road
BE4BD4 <> BE4BD4_0,BE4,BD4,485.6,13.89,local road
BE4BE3 <> BE4BE3_0,BE4,BE3,485.6,13.89,local road
BE4BE5 <> BE4BE5_0,BE4,BE5,482.4,13.89,local road
BE4BF4 <> BE4BF4_0,BE4,BF4,482.4,13.89,local road
BE5BD5 <> BE5BD5_0,BE5,BD5,485.6,22.22,local road
BE5BD5 <> BE5BD5_1,BE5,BD5,485.6,22.22,local road
BE5BE4 <> BE5BE4_0,BE5,BE4,482.4,13.89,local road
BE5BE6 <> BE5BE6_0,BE5,BE6,482.4,13.89,local road
BE5BF5 <> BE5BF5_0,BE5,BF5,482.4,22.22,local road
BE5BF5 <> BE5BF5_1,BE5,BF5,482.4,22.22,local road
BE6BD6 <> BE6BD6_0,BE6,BD6,485.6,13.89,local road
BE6BE5 <> BE6BE5_0,BE6,BE5,482.4,13.89,local road
BE6BE7 <> BE6BE7_0,BE6,BE7,485.6,13.89,local road
BE6BF6 <> BE6BF6_0,BE6,BF6,482.4,13.89,local road
BE7BD7 <> BE7BD7_0,BE7,BD7,485.6,13.89,local road
BE7BE6 <> BE7BE6_0,BE7,BE6,485.6,13.89,local road
BE7BE8 <> BE7BE8_0,BE7,BE8,485.6,13.89,local road
BE7BF7 <> BE7BF7_0,BE7,BF7,482.4,13.89,local road
BE8BE7 <> BE8BE7_0,BE8,BE7,485.6,13.89,local road
BE8BE9 <> BE8BE9_0,BE8,BE9,485.6,13.89,local road
BE8BF8 <> BE8BF8_0,BE8,BF8,482.4,13.89,local road
BE9BD9 <> BE9BD9_0,BE9,BD9,485.6,13.89,local road
BE9BE10 <> BE9BE10_0,BE9,BE10,482.4,13.89,local road
BE9BE8 <> BE9BE8_0,BE9,BE8,485.6,13.89,local road
BE9BF9 <> BE9BF9_0,BE9,BF9,482.4,13.89,local road
BF0BE0 <> BF0BE0_0,BF0,BE0,479.2,22.22,local road
BF0BE0 <> BF0BE0_1,BF0,BE0,479.2,22.22,local road
BF0BF1 <> BF0BF1_0,BF0,BF1,482.4,22.22,local road
BF0BF1 <> BF0BF1_1,BF0,BF1,482.4,22.22,local road
BF0BG0 <> BF0BG0_0,BF0,BG0,479.2,22.22,local road
BF0BG0 <> BF0BG0_1,BF0,BG0,479.2,22.22,local road
BF10BE10 <> BF10BE10_0,BF10,BE10,482.4,22.22,local road
BF10BE10 <> BF10BE10_1,BF10,BE10,482.4,22.22,local road
BF10BF9 <> BF10BF9_0,BF10,BF9,482.4,22.22,local road
BF10BF9 <> BF10BF9_1,BF10,BF9,482.4,22.22,local road
BF10BG10 <> BF10BG10_0,BF10,BG10,482.4,22.22,local road
BF10BG10 <> BF10BG10_1,BF10,BG10,482.4,22.22,local road
BF1BE1 <> BF1BE1_0,BF1,BE1,482.4,13.89,local road
BF1BF0 <> BF1BF0_0,BF1,BF0,482.4,22.22,local road
BF1BF0 <> BF1BF0_1,BF1,BF0,482.4,22.22,local road
BF1BF2 <> BF1BF2_0,BF1,BF2,485.6,22.22,local road
BF1BF2 <> BF1BF2_1,BF1,BF2,485.6,22.22,local road
BF1BG1 <> BF1BG1_0,BF1,BG1,482.4,13.89,local road
BF2BE2 <> BF2BE2_0,BF2,BE2,482.4,13.89,local road
BF2BF1 <> BF2BF1_0,BF2,BF1,485.6,22.22,local road
BF2BF1 <> BF2BF1_1,BF2,BF1,485.6,22.22,local road
BF2BF3 <> BF2BF3_0,BF2,BF3,485.6,22.22,local road
BF2BF3 <> BF2BF3_1,BF2,BF3,485.6,22.22,local road
BF2BG2 <> BF2BG2_0,BF2,BG2,482.4,13.89,local road
BF3BE3 <> BF3BE3_0,BF3,BE3,482.4,13.89,local road
BF3BF2 <> BF3BF2_0,BF3,BF2,485.6,22.22,local road
BF3BF2 <> BF3BF2_1,BF3,BF2,485.6,22.22,local road
BF3BF4 <> BF3BF4_0,BF3,BF4,485.6,22.22,local road
BF3BF4 <> BF3BF4_1,BF3,BF4,485.6,22.22,local road
BF3BG3 <> BF3BG3_0,BF3,BG3,482.4,13.89,local road
BF4BE4 <> BF4BE4_0,BF4,BE4,482.4,13.89,local road
BF4BF3 <> BF4BF3_0,BF4,BF3,485.6,22.22,local road
BF4BF3 <> BF4BF3_1,BF4,BF3,485.6,22.22,local road
BF4BF5 <> BF4BF5_0,BF4,BF5,482.4,22.22,local road
BF4BF5 <> BF4BF5_1,BF4,BF5,482.4,22.22,local road
BF4BG4 <> BF4BG4_0,BF4,BG4,482.4,13.89,local road
BF5BE5 <> BF5BE5_0,BF5,BE5,482.4,22.22,local road
BF5BE5 <> BF5BE5_1,BF5,BE5,482.4,22.22,local road
BF5BF4 <> BF5BF4_0,BF5,BF4,482.4,22.22,local road
BF5BF4 <> BF5BF4_1,BF5,BF4,482.4,22.22,local road
BF5BF6 <> BF5BF6_0,BF5,BF6,482.4,22.22,local road
BF5BF6 <> BF5BF6_1,BF5,BF6,482.4,22.22,local road
BF5BG5 <> BF5BG5_0,BF5,BG5,482.4,22.22,local road
BF5BG5 <> BF5BG5_1,BF5,BG5,482.4,22.22,local road
BF6BE6 <> BF6BE6_0,BF6,BE6,482.4,13.89,local road
BF6BF5 <> BF6BF5_0,BF6,BF5,482.4,22.22,local road
BF6BF5 <> BF6BF5_1,BF6,BF5,482.4,22.22,local road
BF6BF7 <> BF6BF7_0,BF6,BF7,485.6,22.22,local road
BF6BF7 <> BF6BF7_1,BF6,BF7,485.6,22.22,local road
BF6BG6 <> BF6BG6_0,BF6,BG6,482.4,13.89,local road
BF7BE7 <> BF7BE7_0,BF7,BE7,482.4,13.89,local road
BF7BF6 <> BF7BF6_0,BF7,BF6,485.6,22.22,local road
BF7BF6 <> BF7BF6_1,BF7,BF6,485.6,22.22,local road
BF7BF8 <> BF7BF8_0,BF7,BF8,485.6,22.22,local road
BF7BF8 <> BF7BF8_1,BF7,BF8,485.6,22.22,local road
BF7BG7 <> BF7BG7_0,BF7,BG7,482.4,13.89,local road
BF8BE8 <> BF8BE8_0,BF8,BE8,482.4,13.89,local road
BF8BF7 <> BF8BF7_0,BF8,BF7,485.6,22.22,local road
BF8BF7 <> BF8BF7_1,BF8,BF7,485.6,22.22,local road
BF8BF9 <> BF8BF9_0,BF8,BF9,485.6,22.22,local road
BF8BF9 <> BF8BF9_1,BF8,BF9,485.6,22.22,local road
BF8BG8 <> BF8BG8_0,BF8,BG8,482.4,13.89,local road
BF9BE9 <> BF9BE9_0,BF9,BE9,482.4,13.89,local road
BF9BF10 <> BF9BF10_0,BF9,BF10,482.4,22.22,local road
BF9BF10 <> BF9BF10_1,BF9,BF10,482.4,22.22,local road
BF9BF8 <> BF9BF8_0,BF9,BF8,485.6,22.22,local road
BF9BF8 <> BF9BF8_1,BF9,BF8,485.6,22.22,local road
BF9BG9 <> BF9BG9_0,BF9,BG9,482.4,13.89,local road
BG0BF0 <> BG0BF0_0,BG0,BF0,479.2,22.22,local road
BG0BF0 <> BG0BF0_1,BG0,BF0,479.2,22.22,local road
BG0BG1 <> BG0BG1_0,BG0,BG1,482.4,13.89,local road
BG0BH0 <> BG0BH0_0,BG0,BH0,485.6,22.22,local road
BG0BH0 <> BG0BH0_1,BG0,BH0,485.6,22.22,local road
BG10BF10 <> BG10BF10_0,BG10,BF10,482.4,22.22,local road
BG10BF10 <> BG10BF10_1,BG10,BF10,482.4,22.22,local road
BG10BG9 <> BG10BG9_0,BG10,BG9,482.4,13.89,local road
BG10BH10 <> BG10BH10_0,BG10,BH10,485.6,22.22,local road
BG10BH10 <> BG10BH10_1,BG10,BH10,485.6,22.22,local road
BG1BF1 <> BG1BF1_0,BG1,BF1,482.4,13.89,local road
BG1BG0 <> BG1BG0_0,BG1,BG0,482.4,13.89,local road
BG1BG2 <> BG1BG2_0,BG1,BG2,485.6,13.89,local road
BG1BH1 <> BG1BH1_0,BG1,BH1,485.6,13.89,local road
BG2BF2 <> BG2BF2_0,BG2,BF2,482.4,13.89,local road
BG2BG1 <> BG2BG1_0,BG2,BG1,485.6,13.89,local road
BG2BG3 <> BG2BG3_0,BG2,BG3,485.6,13.89,local road
BG2BH2 <> BG2BH2_0,BG2,BH2,485.6,13.89,local road
BG3BF3 <> BG3BF3_0,BG3,BF3,482.4,13.89,local road
BG3BG2 <> BG3BG2_0,BG3,BG2,485.6,13.89,local road
BG3BG4 <> BG3BG4_0,BG3,BG4,485.6,13.89,local road
BG3BH3 <> BG3BH3_0,BG3,BH3,485.6,13.89,local road
BG4BF4 <> BG4BF4_0,BG4,BF4,482.4,13.89,local road
BG4BG3 <> BG4BG3_0,BG4,BG3,485.6,13.89,local road
BG4BG5 <> BG4BG5_0,BG4,BG5,482.4,13.89,local road
BG4BH4 <> BG4BH4_0,BG4,BH4,485.6,13.89,local road
BG5BF5 <> BG5BF5_0,BG5,BF5,482.4,22.22,local road
BG5BF5 <> BG5BF5_1,BG5,BF5,482.4,22.22,local road
BG5BG4 <> BG5BG4_0,BG5,BG4,482.4,13.89,local road
BG5BG6 <> BG5BG6_0,BG5,BG6,482.4,13.89,local road
BG5BH5 <> BG5BH5_0,BG5,BH5,485.6,22.22,local road
BG5BH5 <> BG5BH5_1,BG5,BH5,485.6,22.22,local road
BG6BF6 <> BG6BF6_0,BG6,BF6,482.4,13.89,local road
BG6BG5 <> BG6BG5_0,BG6,BG5,482.4,13.89,local road
BG6BG7 <> BG6BG7_0,BG6,BG7,485.6,13.89,local road
BG6BH6 <> BG6BH6_0,BG6,BH6,485.6,13.89,local road
BG7BF7 <> BG7BF7_0,BG7,BF7,482.4,13.89,local road
BG7BG6 <> BG7BG6_0,BG7,BG6,485.6,13.89,local road
BG7BG8 <> BG7BG8_0,BG7,BG8,485.6,13.89,local road
BG7BH7 <> BG7BH7_0,BG7,BH7,485.6,13.89,local road
BG8BF8 <> BG8BF8_0,BG8,BF8,482.4,13.89,local road
BG8BG7 <> BG8BG7_0,BG8,BG7,485.6,13.89,local road
BG8BG9 <> BG8BG9_0,BG8,BG9,485.6,13.89,local road
BG8BH8 <> BG8BH8_0,BG8,BH8,485.6,13.89,local road
BG9BF9 <> BG9BF9_0,BG9,BF9,482.4,13.89,local road
BG9BG10 <> BG9BG10_0,BG9,BG10,482.4,13.89,local road
BG9BG8 <> BG9BG8_0,BG9,BG8,485.6,13.89,local road
BG9BH9 <> BG9BH9_0,BG9,BH9,485.6,13.89,local road
BH0BG0 <> BH0BG0_0,BH0,BG0,485.6,22.22,local road
BH0BG0 <> BH0BG0_1,BH0,BG0,485.6,22.22,local road
BH0BH1 <> BH0BH1_0,BH0,BH1,482.4,13.89,local road
BH0BI0 <> BH0BI0_0,BH0,BI0,485.6,22.22,local road
BH0BI0 <> BH0BI0_1,BH0,BI0,485.6,22.22,local road
BH10BG10 <> BH10BG10_0,BH10,BG10,485.6,22.22,local road
BH10BG10 <> BH10BG10_1,BH10,BG10,485.6,22.22,local road
BH10BH9 <> BH10BH9_0,BH10,BH9,482.4,13.89,local road
BH10BI10 <> BH10BI10_0,BH10,BI10,485.6,22.22,local road
BH10BI10 <> BH10BI10_1,BH10,BI10,485.6,22.22,local road
BH1BG1 <> BH1BG1_0,BH1,BG1,485.6,13.89,local road
BH1BH0 <> BH1BH0_0,BH1,BH0,482.4,13.89,local road
BH1BH2 <> BH1BH2_0,BH1,BH2,485.6,13.89,local road
BH1BI1 <> BH1BI1_0,BH1,BI1,485.6,13.89,local road
BH2BG2 <> BH2BG2_0,BH2,BG2,485.6,13.89,local road
BH2BH1 <> BH2BH1_0,BH2,BH1,485.6,13.89,local road
BH2BH3 <> BH2BH3_0,BH2,BH3,485.6,13.89,local road
BH3BG3 <> BH3BG3_0,BH3,BG3,485.6,13.89,local road
BH3BH2 <> BH3BH2_0,BH3,BH2,485.6,13.89,local road
BH3BH4 <> BH3BH4_0,BH3,BH4,485.6,13.89,local road
BH3BI3 <> BH3BI3_0,BH3,BI3,485.6,13.89,local road
BH4BG4 <> BH4BG4_0,BH4,BG4,485.6,13.89,local road
BH4BH3 <> BH4BH3_0,BH4,BH3,485.6,13.89,local road
BH4BH5 <> BH4BH5_0,BH4,BH5,482.4,13.89,local road
BH4BI4 <> BH4BI4_0,BH4,BI4,485.6,13.89,local road
